model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,512,128,0,28,13.56,28,28,374.901,12.13,1915.355,13.56,1.695,1722.175,215.272,82.443,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.6,0.031,7.0,21.0,3605.0,3584,21.0,trtllm,1.0.0,a100_sxm,0.0,215.272
Qwen/Qwen3-32B,512,128,0,24,12.566,24,24,410.548,11.9,1921.813,12.566,1.571,1595.884,199.485,84.036,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.561,0.023,8.0,16.0,4112.0,4096,16.0,trtllm,1.0.0,a100_sxm,0.0,199.485
Qwen/Qwen3-32B,512,128,0,24,12.492,24,24,326.713,11.545,1792.913,12.492,1.562,1586.486,198.311,86.618,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.483,0.031,6.0,18.0,3090.0,3072,18.0,trtllm,1.0.0,a100_sxm,0.0,198.311
Qwen/Qwen3-32B,512,128,0,20,11.252,20,20,276.282,10.985,1671.436,11.252,1.406,1428.975,178.622,91.029,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.366,0.031,5.0,15.0,2575.0,2560,15.0,trtllm,1.0.0,a100_sxm,0.0,178.622
Qwen/Qwen3-32B,512,128,0,16,9.793,16,16,225.902,10.426,1550.034,9.793,1.224,1243.675,155.459,95.912,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.248,0.031,4.0,12.0,2060.0,2048,12.0,trtllm,1.0.0,a100_sxm,0.0,155.459
Qwen/Qwen3-32B,512,128,0,15,9.199,15,15,225.801,10.401,1546.733,9.199,1.15,1168.303,146.038,96.144,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.229,0.029,4.0,11.0,2059.0,2048,11.0,trtllm,1.0.0,a100_sxm,0.0,146.038
Qwen/Qwen3-32B,512,128,0,8,5.622,8,8,133.281,9.824,1380.921,5.622,0.703,713.966,89.246,101.792,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.013,0.031,2.0,6.0,1030.0,1024,6.0,trtllm,1.0.0,a100_sxm,0.0,89.246
Qwen/Qwen3-32B,512,128,0,7,4.957,7,7,133.299,9.737,1369.901,4.957,0.62,629.514,78.689,102.701,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,12.994,0.027,2.0,5.0,1029.0,1024,5.0,trtllm,1.0.0,a100_sxm,0.0,78.689
Qwen/Qwen3-32B,512,128,0,6,4.454,6,6,130.065,9.658,1356.624,4.454,0.557,565.716,70.714,103.542,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,12.974,0.023,2.0,4.0,1028.0,1024,4.0,trtllm,1.0.0,a100_sxm,0.0,70.714
Qwen/Qwen3-32B,512,128,0,5,3.805,5,5,78.886,9.61,1299.417,3.805,0.476,483.255,60.407,104.053,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,12.945,0.039,1.0,4.0,516.0,512,4.0,trtllm,1.0.0,a100_sxm,0.0,60.407
Qwen/Qwen3-32B,512,128,0,5,3.733,5,5,130.003,9.599,1349.095,3.733,0.467,474.059,59.257,104.176,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,12.955,0.02,2.0,3.0,1027.0,1024,3.0,trtllm,1.0.0,a100_sxm,0.0,59.257
