model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,2048,512,0,40,3.613,40,40,785.035,19.936,10972.523,3.613,0.452,1846.234,230.779,50.16,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,16.375,0.026,3.0,37.0,6181.0,6144,37.0,trtllm,1.0.0,a100_sxm,0.0,230.779
Qwen/Qwen3-32B,2048,512,0,32,3.284,32,32,736.99,17.334,9594.449,3.284,0.411,1678.156,209.769,57.691,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.749,0.021,3.0,29.0,6173.0,6144,29.0,trtllm,1.0.0,a100_sxm,0.0,209.769
Qwen/Qwen3-32B,2048,512,0,28,3.09,28,28,548.331,16.534,8997.333,3.09,0.386,1579.07,197.384,60.481,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.281,0.027,2.0,26.0,4122.0,4096,26.0,trtllm,1.0.0,a100_sxm,0.0,197.384
Qwen/Qwen3-32B,2048,512,0,28,3.055,28,28,720.781,16.201,8999.374,3.055,0.382,1560.929,195.116,61.725,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.437,0.018,3.0,25.0,6169.0,6144,25.0,trtllm,1.0.0,a100_sxm,0.0,195.116
Qwen/Qwen3-32B,2048,512,0,24,2.89,24,24,689.29,14.511,8104.278,2.89,0.361,1476.697,184.587,68.914,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.124,0.016,3.0,21.0,6165.0,6144,21.0,trtllm,1.0.0,a100_sxm,0.0,184.587
Qwen/Qwen3-32B,2048,512,0,20,2.59,20,20,503.613,13.91,7611.541,2.59,0.324,1323.317,165.415,71.892,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.655,0.02,2.0,18.0,4114.0,4096,18.0,trtllm,1.0.0,a100_sxm,0.0,165.415
Qwen/Qwen3-32B,2048,512,0,20,2.579,20,20,673.171,13.433,7537.316,2.579,0.322,1317.819,164.727,74.445,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.811,0.013,3.0,17.0,6161.0,6144,17.0,trtllm,1.0.0,a100_sxm,0.0,164.727
Qwen/Qwen3-32B,2048,512,0,16,2.266,16,16,481.264,12.612,6926.185,2.266,0.283,1157.847,144.731,79.287,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.342,0.016,2.0,14.0,4110.0,4096,14.0,trtllm,1.0.0,a100_sxm,0.0,144.731
Qwen/Qwen3-32B,2048,512,0,16,2.221,16,16,656.947,12.354,6969.776,2.221,0.278,1134.8,141.85,80.946,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.498,0.01,3.0,13.0,6157.0,6144,13.0,trtllm,1.0.0,a100_sxm,0.0,141.85
Qwen/Qwen3-32B,2048,512,0,15,2.186,15,15,641.431,11.681,6610.564,2.186,0.273,1117.005,139.626,85.607,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.42,0.01,3.0,12.0,6156.0,6144,12.0,trtllm,1.0.0,a100_sxm,0.0,139.626
Qwen/Qwen3-32B,2048,512,0,14,2.054,14,14,641.194,11.588,6562.729,2.054,0.257,1049.843,131.23,86.295,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.342,0.009,3.0,11.0,6155.0,6144,11.0,trtllm,1.0.0,a100_sxm,0.0,131.23
Qwen/Qwen3-32B,2048,512,0,13,1.921,13,13,640.956,11.495,6514.895,1.921,0.24,981.734,122.717,86.994,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.264,0.008,3.0,10.0,6154.0,6144,10.0,trtllm,1.0.0,a100_sxm,0.0,122.717
Qwen/Qwen3-32B,2048,512,0,12,1.869,12,12,625.464,10.815,6152.151,1.869,0.234,955.085,119.386,92.46,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.185,0.008,3.0,9.0,6153.0,6144,9.0,trtllm,1.0.0,a100_sxm,0.0,119.386
Qwen/Qwen3-32B,2048,512,0,11,1.727,11,11,625.232,10.713,6099.798,1.727,0.216,882.679,110.335,93.341,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.107,0.007,3.0,8.0,6152.0,6144,8.0,trtllm,1.0.0,a100_sxm,0.0,110.335
Qwen/Qwen3-32B,2048,512,0,10,1.583,10,10,625.058,10.611,6047.533,1.583,0.198,809.06,101.133,94.237,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.029,0.007,3.0,7.0,6151.0,6144,7.0,trtllm,1.0.0,a100_sxm,0.0,101.133
Qwen/Qwen3-32B,2048,512,0,9,1.508,9,9,609.644,10.508,5979.446,1.508,0.188,770.489,96.311,95.162,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.951,0.006,3.0,6.0,6150.0,6144,6.0,trtllm,1.0.0,a100_sxm,0.0,96.311
Qwen/Qwen3-32B,2048,512,0,8,1.369,8,8,436.747,10.227,5662.988,1.369,0.171,699.41,87.426,97.776,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.716,0.008,2.0,6.0,4102.0,4096,6.0,trtllm,1.0.0,a100_sxm,0.0,87.426
Qwen/Qwen3-32B,2048,512,0,6,1.099,6,6,425.756,9.874,5471.458,1.099,0.137,561.376,70.172,101.274,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.56,0.006,2.0,4.0,4100.0,4096,4.0,trtllm,1.0.0,a100_sxm,0.0,70.172
Qwen/Qwen3-32B,2048,512,0,5,0.943,5,5,242.09,9.738,5218.301,0.943,0.118,481.841,60.23,102.689,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.326,0.01,1.0,4.0,2052.0,2048,4.0,trtllm,1.0.0,a100_sxm,0.0,60.23
Qwen/Qwen3-32B,2048,512,0,5,0.929,5,5,425.578,9.721,5392.905,0.929,0.116,474.626,59.328,102.872,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.482,0.005,2.0,3.0,4099.0,4096,3.0,trtllm,1.0.0,a100_sxm,0.0,59.328
Qwen/Qwen3-32B,2048,512,0,4,0.784,4,4,414.765,9.567,5303.317,0.784,0.098,400.686,50.086,104.53,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.404,0.004,2.0,2.0,4098.0,4096,2.0,trtllm,1.0.0,a100_sxm,0.0,50.086
Qwen/Qwen3-32B,2048,512,0,4,0.782,4,4,236.134,9.377,5027.591,0.782,0.098,399.354,49.919,106.648,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.248,0.008,1.0,3.0,2051.0,2048,3.0,trtllm,1.0.0,a100_sxm,0.0,49.919
