scenario,topology,phase,row_kind,category,bucket_tokens,decode_batch,latency_ms,sample_count,status,note,provenance
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,10,10,14.593376,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,11,11,14.520960,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,12,12,14.969136,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,13,13,15.245792,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,14,14,15.242912,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,15,15,15.407888,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,16,16,14.419536,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,17,17,16.792289,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,18,18,17.025537,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,19,19,18.813792,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,20,20,17.311312,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,21,21,17.495344,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,22,22,17.965472,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,23,23,20.215888,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,24,24,17.172656,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,25,25,19.479424,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,26,26,19.280704,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,27,27,22.442256,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,28,28,22.746208,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,29,29,22.762465,1312,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,30,30,20.332497,2816,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,31,31,20.253968,9056,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,32,32,18.871584,2432,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,33,33,23.994720,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,34,34,23.821648,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,35,35,23.783072,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,36,36,23.856769,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,37,37,23.805921,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,38,38,21.322032,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,39,39,21.277599,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,40,40,21.436928,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,41,41,26.755457,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,42,42,26.989408,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,43,43,26.530512,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,44,44,26.323968,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,45,45,26.225040,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,46,46,26.189184,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,47,47,26.046864,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,48,48,25.282832,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,49,49,28.683104,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,50,50,28.194160,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,51,51,28.532479,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,53,53,28.507136,80,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,54,54,28.248112,2152,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,55,55,27.826159,11512,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,56,56,27.349824,11576,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,57,57,30.281919,10920,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,58,58,29.992191,10536,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,59,59,31.010144,10568,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,60,60,26.428720,10328,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,61,61,26.132688,9648,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,62,62,25.872624,9536,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,63,63,25.522896,8960,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,64,64,25.431040,8720,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,65,65,31.864336,8344,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,66,66,31.956816,7568,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,decode,forward_total,forward_total,67,67,32.057713,2840,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,122,56,33.478432,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,130,65,39.416336,16,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,132,66,39.224224,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,182,55,44.567808,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,183,59,44.381216,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,202,66,45.712336,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,221,58,48.243681,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,240,65,45.680321,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,290,57,58.762064,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,372,64,63.158863,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,432,65,63.961840,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,454,56,72.901695,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,465,63,73.798302,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,525,59,83.214066,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,557,55,87.669727,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,589,62,102.158432,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,650,62,88.640160,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,652,62,93.346367,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,657,62,88.618416,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,708,61,105.422176,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,723,58,103.240177,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,772,57,111.603119,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,772,61,95.204926,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,788,61,96.811729,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,823,64,106.537216,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,860,56,109.496078,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,897,60,106.530338,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,922,60,114.855152,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,964,60,116.074894,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,994,55,116.477726,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1002,58,113.311119,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1013,60,114.949905,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1038,57,114.369663,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1074,60,124.139648,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1085,59,124.595230,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1113,56,127.973904,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1254,63,131.819252,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1321,58,141.618973,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1359,57,143.237419,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1439,56,144.832443,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1487,60,149.958405,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1584,56,163.229103,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1648,56,160.909218,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1651,56,162.078300,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1757,55,166.758286,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1780,55,166.944061,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1822,55,175.914574,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,1872,59,171.143013,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,2001,54,179.944351,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,2002,54,188.949745,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,2043,56,184.023262,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,2212,66,209.059280,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,2236,59,193.155556,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,2310,51,213.428207,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,3137,65,276.515320,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,3486,66,296.818832,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,3680,65,313.311493,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,4011,66,330.228256,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,4504,65,370.208817,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,4828,66,389.016510,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,5933,65,465.333939,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,1,585.825531,16,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,2,585.227539,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,3,585.584290,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,4,585.736267,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,5,586.136810,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,6,586.771942,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,7,587.043945,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
K2.5-tp8ep8-8k2k,tp8ep8,mixed_prefill,forward_total,forward_total,8000,8,587.444733,8,blocked_ab_regression_missing_kv_axis,candidate retained for report; not eligible for PerfDB append in this phase,phase454_b2b_event_step_bucket
