source,row_type,scenario,artifact_dir,profiler_mode,nsys_available,trace_precision,window,trace_file,rank,step_index,step_type,ctx_tokens,gen_tokens,step_count,prefill_step_count,wall_ms_per_step,cuda_busy_ms_per_step,bubble_ms_per_step,category,category_real_ms_per_step,category_sim_ms_per_step,category_excess_ms_per_step,category_share_of_real_cuda,per_gpu_busy_ms,per_gpu_busy_ratio_to_mean,max_gpu_busy_ms,min_gpu_busy_ms,max_mean_busy_ratio,collective_wait_or_transfer_ms,serving_slow_kernel_ms,cpu_gap_ms,transfer_or_memcpy_ms,target_missing_ms,reconstructed_gap_ms,reconstruction_error_pct,reconstruction_gate,dominant_mechanism,phase434_target,precision_boundary,phase405_penalty_read,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase433_nsys_prefill,per_gpu_busy,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,,dp0_rank2,,,,,192,80,4533.511311,4513.531520,19.979791,,,,,,4503.939349,0.997875,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,per_gpu_busy,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,,dp0_rank3,,,,,192,80,4533.511311,4513.531520,19.979791,,,,,,4502.296243,0.997511,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,per_gpu_busy,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,,dp1_rank0,,,,,192,80,4533.511311,4513.531520,19.979791,,,,,,4523.359805,1.002178,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,per_gpu_busy,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,,dp1_rank1,,,,,192,80,4533.511311,4513.531520,19.979791,,,,,,4522.515155,1.001990,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,per_gpu_busy,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,,dp1_rank2,,,,,192,80,4533.511311,4513.531520,19.979791,,,,,,4524.655851,1.002465,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,per_gpu_busy,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,,dp1_rank3,,,,,192,80,4533.511311,4513.531520,19.979791,,,,,,4523.825127,1.002281,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,0,prefill_or_mixed,32000,0,192,80,2925.818575,2800.635703,125.182872,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,2,prefill_or_mixed,31999,1,192,80,4547.664985,4532.710908,14.954077,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,3,prefill_or_mixed,31999,1,192,80,4716.698969,4710.555537,6.143432,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,4,prefill_or_mixed,31998,2,192,80,4711.145130,4704.821055,6.324075,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,5,prefill_or_mixed,31997,3,192,80,4719.166646,4712.926440,6.240206,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,6,prefill_or_mixed,31996,4,192,80,4717.347429,4710.688952,6.658477,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,7,prefill_or_mixed,31995,5,192,80,4719.787923,4712.942718,6.845205,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,8,prefill_or_mixed,31994,6,192,80,4725.026486,4718.484437,6.542049,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,9,prefill_or_mixed,31993,7,192,80,6417.975269,6407.696266,10.279003,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp0_dcp0_ep0_rank0.1783355686091396948.pt.trace.json.gz,dp0_rank0,10,prefill_or_mixed,31992,8,192,80,3035.894493,3026.900587,8.993906,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,0,prefill_or_mixed,32000,0,192,80,2925.669361,2797.949236,127.720125,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,2,prefill_or_mixed,31999,1,192,80,4548.211510,4533.412769,14.798741,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,3,prefill_or_mixed,31999,1,192,80,4716.801683,4710.684994,6.116689,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,4,prefill_or_mixed,31998,2,192,80,4711.201541,4705.076430,6.125111,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,5,prefill_or_mixed,31997,3,192,80,4719.064967,4712.988051,6.076916,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,6,prefill_or_mixed,31996,4,192,80,4717.428358,4711.060334,6.368024,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,7,prefill_or_mixed,31995,5,192,80,4719.859723,4713.453053,6.406670,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,8,prefill_or_mixed,31994,6,192,80,4725.099215,4718.812271,6.286944,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
phase433_nsys_prefill,prefill_step,K2.5-tp4ep8dp2-32k3k,docs/iter_gap_investigation/phase433_nsys_prefill/K2.5-tp4ep8dp2-32k3k,torch_profiler_cpu_fallback,false,torch_profiler_fallback,prefill,dp0_pp0_tp1_dcp0_ep1_rank1.1783355686087709370.pt.trace.json.gz,dp0_rank1,9,prefill_or_mixed,31993,7,192,80,6417.929473,6407.728954,10.200519,,,,,,,,4524.655851,4502.296243,1.002465,1526.141775,1224.894025,19.979791,4.207238,2900.316853,2775.222829,4.313116,passed,collective_or_transfer_dominates_torch_fallback_cannot_split_wait_vs_transfer,separate_nccl_wait_vs_transfer_or_build_serving_state_ep_model,torch_profiler_fallback_cannot_split_nccl_wait_from_transfer,false,true,true,false,false,false,true,No-Go
