section,scenario,metric,value,target,status,source,note
preemption_panorama,K2.5-tp8ep8-8k2k,real_preemptions_per_request,0.216796875,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k/K2.5-tp8ep8-8k2k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k,sim_preemptions_per_request,0.36328125,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k/K2.5-tp8ep8-8k2k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k,sim_over_real,1.6756756756756757,,sim_over_preempts,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k/K2.5-tp8ep8-8k2k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-32k3k,real_preemptions,42.0,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_32k3k/K2.5-tp8ep8-32k3k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-32k3k,sim_preemptions,194.0,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_32k3k/K2.5-tp8ep8-32k3k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-32k3k,real_preemptions_per_request,0.08203125,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_32k3k/K2.5-tp8ep8-32k3k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-32k3k,sim_preemptions_per_request,0.37890625,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_32k3k/K2.5-tp8ep8-32k3k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-32k3k,sim_over_real,4.619047619047619,,sim_over_preempts,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_32k3k/K2.5-tp8ep8-32k3k/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k,real_preemptions,101.0,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_8k2k/K2.5-tp4ep8dp2-8k2k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k,sim_preemptions,192.0,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_8k2k/K2.5-tp4ep8dp2-8k2k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k,real_preemptions_per_request,0.197265625,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_8k2k/K2.5-tp4ep8dp2-8k2k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k,sim_preemptions_per_request,0.375,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_8k2k/K2.5-tp4ep8dp2-8k2k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k,sim_over_real,1.900990099009901,,sim_over_preempts,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_8k2k/K2.5-tp4ep8dp2-8k2k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-32k3k,real_preemptions,56.0,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_32k3k/K2.5-tp4ep8dp2-32k3k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-32k3k,sim_preemptions,136.0,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_32k3k/K2.5-tp4ep8dp2-32k3k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-32k3k,real_preemptions_per_request,0.109375,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_32k3k/K2.5-tp4ep8dp2-32k3k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-32k3k,sim_preemptions_per_request,0.265625,,informational,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_32k3k/K2.5-tp4ep8dp2-32k3k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-32k3k,sim_over_real,2.4285714285714284,,sim_over_preempts,docs/iter_gap_investigation/phase454_gpu_batch/recollect_dp2_32k3k/K2.5-tp4ep8dp2-32k3k/metrics.jsonl,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k-bt65536,real_preemptions,117.0,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k_bt65536/K2.5-tp8ep8-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k-bt65536,sim_preemptions,219.0,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k_bt65536/K2.5-tp8ep8-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k-bt65536,real_preemptions_per_request,0.228515625,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k_bt65536/K2.5-tp8ep8-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k-bt65536,sim_preemptions_per_request,0.427734375,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k_bt65536/K2.5-tp8ep8-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp8ep8-8k2k-bt65536,sim_over_real,1.8717948717948718,,sim_over_preempts,docs/iter_gap_investigation/phase458_n512_unify/recollect_tp8_8k2k_bt65536/K2.5-tp8ep8-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k-bt65536,real_preemptions,121.0,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_dp2_8k2k_bt65536/K2.5-tp4ep8dp2-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k-bt65536,sim_preemptions,277.0,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_dp2_8k2k_bt65536/K2.5-tp4ep8dp2-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k-bt65536,real_preemptions_per_request,0.236328125,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_dp2_8k2k_bt65536/K2.5-tp4ep8dp2-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k-bt65536,sim_preemptions_per_request,0.541015625,,informational,docs/iter_gap_investigation/phase458_n512_unify/recollect_dp2_8k2k_bt65536/K2.5-tp4ep8dp2-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
preemption_panorama,K2.5-tp4ep8dp2-8k2k-bt65536,sim_over_real,2.2892561983471076,,sim_over_preempts,docs/iter_gap_investigation/phase458_n512_unify/recollect_dp2_8k2k_bt65536/K2.5-tp4ep8dp2-8k2k-bt65536/metrics.jsonl.gz,real=first/last metrics counter delta; sim=current N=512 diagnostic run
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:312,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=2;seq=32;deviation=17.466635;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:312,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=2;seq=32;deviation=17.466635;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:312,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=2;seq=32;deviation=17.466635;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:473,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=4;seq=64;deviation=16.657000;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:473,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=4;seq=64;deviation=16.657000;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:473,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=4;seq=64;deviation=16.657000;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:823,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=8;seq=512;deviation=3.332114;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:823,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=8;seq=512;deviation=3.332114;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:823,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=8;seq=512;deviation=3.332114;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:832,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=16;seq=512;deviation=3.478855;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:832,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=16;seq=512;deviation=3.478855;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:832,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=16;seq=512;deviation=3.478855;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:843,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=32;seq=512;deviation=3.535813;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:843,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=32;seq=512;deviation=3.535813;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:843,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=32;seq=512;deviation=3.535813;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:854,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=64;seq=512;deviation=3.713023;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:854,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=64;seq=512;deviation=3.713023;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:854,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=64;seq=512;deviation=3.713023;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:915,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=8;seq=1024;deviation=4.620039;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:915,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=8;seq=1024;deviation=4.620039;queries=372
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:915,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=8;seq=1024;deviation=4.620039;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,context_mla_perf.txt:1059,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=1;seq=2048;deviation=5.277491;queries=56
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,context_mla_perf.txt:1059,1,0 reachable anomaly queries,bounded_non_primary,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=1;seq=2048;deviation=5.277491;queries=372;excess_upper_ms=37.876390;mixed_wall_share=0.000284872;observed_residual=0.235
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,context_mla_perf.txt:1059,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=1;seq=2048;deviation=5.277491;queries=346
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,generation_mla_perf.txt:73,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=16;seq=2;deviation=30.231044;queries=49
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,generation_mla_perf.txt:73,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=16;seq=2;deviation=30.231044;queries=218
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,generation_mla_perf.txt:73,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=16;seq=2;deviation=30.231044;queries=192
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,generation_mla_perf.txt:88,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=32;seq=2;deviation=14.295327;queries=49
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,generation_mla_perf.txt:88,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=32;seq=2;deviation=14.295327;queries=218
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,generation_mla_perf.txt:88,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=16;batch=32;seq=2;deviation=14.295327;queries=192
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,generation_mla_perf.txt:1640,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=8;seq=1024;deviation=9.054245;queries=49
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,generation_mla_perf.txt:1640,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=8;seq=1024;deviation=9.054245;queries=218
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,generation_mla_perf.txt:1640,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=8;seq=1024;deviation=9.054245;queries=192
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,generation_mla_perf.txt:1659,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=16;seq=1024;deviation=8.001188;queries=49
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,generation_mla_perf.txt:1659,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=16;seq=1024;deviation=8.001188;queries=218
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,generation_mla_perf.txt:1659,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=16;seq=1024;deviation=8.001188;queries=192
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,generation_mla_perf.txt:1678,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=32;seq=1024;deviation=5.162833;queries=49
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,generation_mla_perf.txt:1678,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=32;seq=1024;deviation=5.162833;queries=218
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,generation_mla_perf.txt:1678,0,0 reachable anomaly queries,pass,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=32;seq=1024;deviation=5.162833;queries=192
mla_candidate_reachability,K2.5-tp4ep8dp2-32k3k,generation_mla_perf.txt:2521,0,0 reachable anomaly queries,resolved_phase461_recollect,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=8;seq=32768;deviation=7.193773;queries=49
mla_candidate_reachability,K2.5-tp8ep8-8k2k-bt65536,generation_mla_perf.txt:2521,0,0 reachable anomaly queries,resolved_phase461_recollect,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=8;seq=32768;deviation=7.193773;queries=218
mla_candidate_reachability,K2.5-tp4ep8dp2-8k2k-bt65536,generation_mla_perf.txt:2521,0,0 reachable anomaly queries,resolved_phase461_recollect,phase461_perfdb_anomaly_scan.csv + runtime MLA query stencil,heads=8;batch=8;seq=32768;deviation=7.193773;queries=192
serving_candidate_disposition,all,vllm_serving_state_perf.txt:324,not_reached_current_six,not a corrupt cost row,pass,phase461_max_bt_scope.csv + phase461_step2_scope_replay.csv,bucket=63;decode=9;deviation=63.654103
serving_candidate_disposition,all,vllm_serving_state_perf.txt:384,reachable_real_execution_state,not a corrupt cost row,pass,phase461_max_bt_scope.csv + phase461_step2_scope_replay.csv,bucket=14484;decode=14;deviation=5.137653
decision,all,active_anomaly_candidates_audited,16,16,pass,,unique PerfDB file+line candidates from the Phase461 active-six snapshot
decision,all,unresolved_anomaly_candidate_pairs,0,0,pass,,reachable Phase461-recollected MLA row is resolved; serving spikes use prior mechanism evidence
decision,all,step2_route,preemption_first_divergence,,report_only,,runtime/PerfDB/gate unchanged; user confirmation required before Step2
