source,row_type,scenario,artifact_dir,window,trace_file,step_index,step_type,decode_batch,window_target_concurrency,window_hit_gate,retry_count,category,real_wall_ms_per_rank,real_cuda_ms_per_rank,bubble_ms_per_rank,bubble_share,real_slope_ms_per_request,phase426_steady_metric_penalty,phase426_prefill_share,phase426_decode_gap_share,phase426_peer_stall_share,phase429_reconstruction_error_pct,phase429_reconstruction_gate,prefill_step_count,decode_step_count,decode_batch_min,decode_batch_max,decode_batch_span,prefill_hit_gate,decode_batch_span_gate,prefill_verdict,decode_verdict,mechanism_verdict,phase430_runtime_target,phase430_perfdb_target,phase405_penalty_read,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,0,prefill_or_mixed,1,,passed,1,moe_gemm_or_aux,509.146503,121.277893,38.885432,0.076374,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,0,prefill_or_mixed,1,,passed,1,other_cuda,509.146503,162.813741,38.885432,0.076374,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,0,prefill_or_mixed,1,,passed,1,tp_or_dp_allreduce,509.146503,2.207204,38.885432,0.076374,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,,1063.049400,,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,dense_gemm,1063.049400,51.489892,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,ep_a2a,1063.049400,425.252202,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,memcpy_memset,1063.049400,1.155362,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,mla_attention,1063.049400,23.840931,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,moe_gemm_or_aux,1063.049400,283.225284,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,other_cuda,1063.049400,270.148051,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,1,prefill_or_mixed,1,,passed,1,tp_or_dp_allreduce,1063.049400,0.110604,7.827074,0.007363,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,,1108.991461,,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,dense_gemm,1108.991461,62.046888,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,ep_a2a,1108.991461,549.247992,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,memcpy_memset,1108.991461,1.376843,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,mla_attention,1108.991461,29.233031,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,moe_gemm_or_aux,1108.991461,302.547440,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,2,prefill_or_mixed,2,,passed,1,other_cuda,1108.991461,159.833090,4.706177,0.004244,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,,1109.571588,,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,dense_gemm,1109.571588,61.943125,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,ep_a2a,1109.571588,549.106017,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,memcpy_memset,1109.571588,1.366583,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,mla_attention,1109.571588,29.530543,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,moe_gemm_or_aux,1109.571588,302.817556,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,3,prefill_or_mixed,3,,passed,1,other_cuda,1109.571588,159.871829,4.935936,0.004449,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,,1110.422221,,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,dense_gemm,1110.422221,61.898117,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,ep_a2a,1110.422221,549.089798,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,memcpy_memset,1110.422221,1.377827,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,mla_attention,1110.422221,29.846046,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,moe_gemm_or_aux,1110.422221,303.556102,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,4,prefill_or_mixed,4,,passed,1,other_cuda,1110.422221,159.864073,4.790258,0.004314,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,5,prefill_or_mixed,5,,passed,1,,1111.746318,,4.979607,0.004479,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,5,prefill_or_mixed,5,,passed,1,dense_gemm,1111.746318,61.922264,4.979607,0.004479,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,5,prefill_or_mixed,5,,passed,1,ep_a2a,1111.746318,549.416735,4.979607,0.004479,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,5,prefill_or_mixed,5,,passed,1,memcpy_memset,1111.746318,1.366886,4.979607,0.004479,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
phase429_reprofile,step_category,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase429_reprofile/K2.5-tp4ep8dp2-8k2k,w0_prefill,,5,prefill_or_mixed,5,,passed,1,mla_attention,1111.746318,30.115786,4.979607,0.004479,,1.516977,0.595460,0.357492,0.047048,0.000000,passed,37,103,8,52,44,passed,passed,prefill_serialization_bubble_unmodeled,decode_mla_attention_slope_dominates,phase429_reprofile_window_hits_attributed,apply_named_undercharge_or_bubble_fix,patch_or_recollect_named_perfdb_component,false,true,true,false,false,false,true,No-Go
