model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,512,128,0,12,1.564,12,12,511.731,55.652,7579.533,1.564,0.782,198.682,99.341,17.969,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,36.11,0.047,2.0,10.0,1034.0,1024,10.0,trtllm,1.0.0,l40s,0.0,99.341
Qwen/Qwen3-32B,512,128,0,10,1.38,10,10,298.81,54.93,7274.949,1.38,0.69,175.227,87.614,18.205,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.92,0.078,1.0,9.0,521.0,512,9.0,trtllm,1.0.0,l40s,0.0,87.614
Qwen/Qwen3-32B,512,128,0,10,1.348,10,10,498.617,53.634,7310.193,1.348,0.674,171.237,85.619,18.645,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.954,0.039,2.0,8.0,1032.0,1024,8.0,trtllm,1.0.0,l40s,0.0,85.619
Qwen/Qwen3-32B,512,128,0,9,1.219,9,9,498.1,53.374,7276.569,1.219,0.609,154.809,77.404,18.736,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.875,0.035,2.0,7.0,1031.0,1024,7.0,trtllm,1.0.0,l40s,0.0,77.404
Qwen/Qwen3-32B,512,128,0,8,1.138,8,8,285.02,53.186,7039.644,1.138,0.569,144.559,72.279,18.802,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.763,0.062,1.0,7.0,519.0,512,7.0,trtllm,1.0.0,l40s,0.0,72.279
Qwen/Qwen3-32B,512,128,0,8,1.117,8,8,485.737,51.619,7041.288,1.117,0.558,141.837,70.919,19.373,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.797,0.031,2.0,6.0,1030.0,1024,6.0,trtllm,1.0.0,l40s,0.0,70.919
Qwen/Qwen3-32B,512,128,0,7,0.981,7,7,485.233,51.41,7014.327,0.981,0.49,124.573,62.287,19.451,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.719,0.027,2.0,5.0,1029.0,1024,5.0,trtllm,1.0.0,l40s,0.0,62.287
Qwen/Qwen3-32B,512,128,0,6,0.867,6,6,472.907,51.19,6974.007,0.867,0.433,110.071,55.035,19.535,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.641,0.023,2.0,4.0,1028.0,1024,4.0,trtllm,1.0.0,l40s,0.0,55.035
Qwen/Qwen3-32B,512,128,0,9,1.522,9,9,599.592,41.063,5814.584,1.522,0.38,193.239,48.31,24.353,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.645,0.07,1.0,8.0,520.0,512,8.0,trtllm,1.0.0,l40s,0.0,48.31
Qwen/Qwen3-32B,512,128,0,8,1.428,8,8,585.592,38.561,5482.848,1.428,0.357,181.399,45.35,25.933,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.606,0.062,1.0,7.0,519.0,512,7.0,trtllm,1.0.0,l40s,0.0,45.35
Qwen/Qwen3-32B,512,128,0,7,1.317,7,7,571.635,36.3,5181.686,1.317,0.329,167.201,41.8,27.548,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.567,0.055,1.0,6.0,518.0,512,6.0,trtllm,1.0.0,l40s,0.0,41.8
Qwen/Qwen3-32B,512,128,0,6,1.192,6,6,557.72,34.043,4881.167,1.192,0.298,151.383,37.846,29.375,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.528,0.047,1.0,5.0,517.0,512,5.0,trtllm,1.0.0,l40s,0.0,37.846
Qwen/Qwen3-32B,512,128,0,5,1.052,5,5,543.849,31.793,4581.593,1.052,0.263,133.654,33.413,31.453,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.489,0.039,1.0,4.0,516.0,512,4.0,trtllm,1.0.0,l40s,0.0,33.413
Qwen/Qwen3-32B,512,128,0,4,0.895,4,4,529.958,29.544,4282.024,0.895,0.224,113.684,28.421,33.848,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.45,0.031,1.0,3.0,515.0,512,3.0,trtllm,1.0.0,l40s,0.0,28.421
Qwen/Qwen3-32B,512,128,0,3,0.719,3,3,516.113,29.015,4200.974,0.719,0.18,91.324,22.831,34.465,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.411,0.023,1.0,2.0,514.0,512,2.0,trtllm,1.0.0,l40s,0.0,22.831
Qwen/Qwen3-32B,512,128,0,2,0.515,2,2,502.267,28.571,4130.745,0.515,0.129,65.362,16.34,35.001,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.372,0.016,1.0,1.0,513.0,512,1.0,trtllm,1.0.0,l40s,0.0,16.34
Qwen/Qwen3-32B,512,128,0,1,0.299,1,1,487.078,24.293,3572.315,0.299,0.075,38.006,9.501,41.164,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.333,0.008,1.0,1.0,512.0,512,1.0,trtllm,1.0.0,l40s,0.0,9.501
