framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,65536,768,0.4039765357971191
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,65536,768,0.6554304122924804
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,3072,0.8682090759277343
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,65536,512,0.39935038884480795
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,65536,512,0.35474026997884117
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,2048,0.6084938685099284
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,1024,0.3854015986124674
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,65536,256,0.28616854349772136
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,65536,256,0.23518719673156738
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,2560,0.7274112065633138
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,65536,512,0.5830730438232422
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,65536,128,0.20960853894551595
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,65536,128,0.21525333722432455
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,256,0.2221578598022461
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,128,0.1925663948059082
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,65536,64,0.2006037394205729
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,65536,64,0.20692693392435707
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,65536,32,0.19169066747029623
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,65536,32,0.2047050635019938
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,65536,256,0.4114613215128581
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,512,0.28340374628702797
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,1536,0.4877493222554524
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,65536,7.687029520670573
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,65536,128,0.38618453343709314
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,65536,12.424449666341145
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,16384,3.2012575785319006
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,16384,1.8305194854736329
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,12288,2.2290379842122396
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,12288,1.3721023559570313
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,768,0.32200854619344077
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,16384,1.8049930572509765
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,10240,1.9732704162597656
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,10240,1.11024538675944
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,12288,1.4315733591715494
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,10240,1.2107339223225912
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,8192,1.5931947072347006
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,8192,1.0596458435058593
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,12288,3.4317344665527343
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,8192,1.0075871785481771
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,7168,1.3218303680419923
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,7168,0.8602912267049154
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,7168,0.9268714904785156
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,6144,0.9762048085530599
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,6144,0.6225066502888997
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,10240,0.8169258753458658
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,6144,0.8402922948201498
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,5120,0.8652416229248047
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,8192,0.6348373413085937
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,5120,0.6439178466796875
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,7168,0.5284127871195475
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,4096,0.6975189208984375
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,4096,0.49202454884847
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,12288,0.9304416020711264
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,5120,0.732363764444987
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,3584,0.583570162455241
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,3584,0.38031253814697263
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,4096,0.6431338628133138
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,3584,0.615336545308431
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,3072,0.5058623949686687
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,3072,0.3265194574991862
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,3072,0.5727402369181316
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,3584,0.260537592569987
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,2560,0.4202111879984538
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,2560,0.3078336079915365
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,4096,0.29081172943115235
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,2560,0.5252832094828288
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,2048,0.33982613881429036
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,2048,0.21608427365620933
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,6144,0.4410655975341797
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,5120,0.35867201487223305
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,1536,0.25793919563293455
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,1536,0.169483741124471
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,3072,0.22831360499064127
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,2048,0.4814144134521484
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,1024,0.17938666343688964
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,1024,0.1249557336171468
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,1536,0.4501354535420735
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,2560,0.19736852645874023
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,768,0.13975680669148763
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,768,0.10626346270243328
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,1024,0.4096490542093913
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,16384,1.394707234700521
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,512,0.11491200129191081
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,512,0.1419178644816081
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,2048,0.16661972999572755
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,1024,0.10505812962849934
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,256,0.0693183978398641
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,256,0.07244160175323486
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,1536,0.13713280359903973
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,256,0.06658453146616618
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,128,0.055669331550598146
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,128,0.06362026532491048
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,512,0.07985599835713705
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,128,0.05927573442459107
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,64,0.04696000019709269
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,64,0.06315733194351196
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,16384,32,0.04821226596832275
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,16384,32,0.06275626818339029
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,16384,768,0.09100159804026285
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,65536,6.139809163411458
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,768,0.39965759913126625
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,65536,10.254293823242188
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,16384,2.369127400716146
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,16384,1.5155072530110678
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,512,0.3788362820943197
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,256,0.254475736618042
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,12288,1.7479700724283855
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,12288,1.1698079427083334
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,16384,128,0.19064106941223144
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,16384,1.4611680348714193
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,10240,1.3515402475992837
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,10240,0.9529589335123697
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,12288,1.1285483042399087
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,10240,0.9849952061971029
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,8192,1.1260223388671875
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,8192,0.857144546508789
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,8192,0.8235317230224609
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,10240,0.5777450561523437
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,7168,0.9060511906941733
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,7168,0.7431370417277019
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,12288,0.7063210805257161
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,7168,0.759004783630371
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,6144,0.759167989095052
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,6144,0.5881162643432617
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,8192,0.4383167902628581
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,5120,0.6213749567667644
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,5120,0.4376373291015625
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,6144,0.6947114944458008
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,5120,0.6232704162597656
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,4096,0.49560000101725266
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,4096,0.3810602823893229
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,4096,0.5581589380900065
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,65536,16384,4.813416544596354
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,3584,0.4472874641418457
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,3584,0.29872001012166344
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,16384,0.9846954981486002
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,5120,0.27268479665120443
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,3072,0.37097066243489585
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,3072,0.29070186614990234
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,6144,0.32323945363362633
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,7168,0.37419519424438474
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,2560,0.31986878712972006
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,2560,0.22530132929484048
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,3584,0.541051737467448
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,3072,0.5111584027608236
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,2048,0.25646185874938965
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,2048,0.17071679433186848
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,2560,0.47139412562052413
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,4096,0.22235520680745444
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,1536,0.19773440361022948
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,1536,0.13447680473327636
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,3072,0.1764469305674235
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,3584,0.20717973709106446
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,1024,0.139193598429362
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,1024,0.1017301321029663
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,2048,0.43860692977905275
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,2048,0.13059733708699545
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,768,0.10486506621042888
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,768,0.08500693639119467
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,1536,0.10794560114542644
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,2560,0.15530773798624675
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,512,0.07879040241241456
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,512,0.07016106446584067
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,1536,0.41217921574910477
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,1024,0.08277119795481364
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,256,0.05225280125935873
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,256,0.05976213216781616
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,768,0.07106880346934
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,512,0.06308053334554037
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,128,0.03838613430658976
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,128,0.053686400254567467
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,256,0.053428268432617186
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,1024,0.3849109331766764
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,64,0.03580586512883504
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,64,0.052108800411224364
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,12288,32,0.03669333457946777
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,12288,32,0.05196586847305298
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,nvfp4,8192,12288,128,0.048289068539937335
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,10240,65536,5.2435755411783855
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,10240,65536,8.356429036458334
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,768,0.38362134297688805
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,10240,16384,1.885968017578125
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,512,0.36078294118245446
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,10240,16384,1.289011255900065
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,256,0.2409440040588379
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,10240,12288,1.3632991790771485
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,10240,12288,0.997982915242513
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,12288,128,0.17958079973856608
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,10240,65536,5.897431437174479
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,10240,10240,1.2089856465657554
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,10240,10240,0.9239989598592123
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,10240,16384,1.2581493377685546
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,deepgemm,fp8_block,8192,10240,12288,0.9760405222574869
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,float16,8192,10240,8192,0.879813321431478
TRTLLM,1.2.0rc5,NVIDIA B200,gemm,torch_flow,fp8,8192,10240,8192,0.7686666488647461
