framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,65536,9.021748860677082
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,16384,1.3654655456542968
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,12288,1.722048060099284
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,12288,1.0420821507771811
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,12288,0.6162005106608073
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,10240,1.3660789489746095
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,10240,0.8770517349243164
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,16384,0.8481578826904297
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,8192,1.0051488240559896
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,8192,0.7282581329345703
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,10240,0.5155007998148601
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,7168,0.7993781407674153
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,7168,0.6294848124186199
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,8192,0.40360107421875
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,6144,0.7504330952962239
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,6144,0.5756714502970378
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,7168,0.348140811920166
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,5120,0.5895626703898112
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,5120,0.4221781412760417
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,6144,0.30874773661295574
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,4096,0.47892052332560225
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,4096,0.367466672261556
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,5120,0.26433706283569336
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,3584,0.4005269368489583
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,3584,0.32747198740641276
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,4096,0.21750720342000326
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,3072,0.36068585713704426
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,3072,0.26480533281962076
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,3584,0.19288105964660646
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,2560,0.285645866394043
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,2560,0.21089173952738444
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,3072,0.1714421272277832
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,2048,0.24194560050964356
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,2048,0.17817813555399578
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,2560,0.1469269275665283
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,1536,0.1756608009338379
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,1536,0.13620053927103679
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,2048,0.1251967986424764
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,1024,0.12631786664326985
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,1024,0.1014858643213908
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,1536,0.10233386357625325
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,768,0.0973194678624471
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,768,0.08358080387115478
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,768,0.06742826302846273
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,512,0.07100799878438314
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,512,0.06624639828999837
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,1024,0.07898240089416504
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,256,0.04855786561965943
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,256,0.06186346610387167
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,256,0.051541332403818765
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,128,0.03752853473027547
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,512,0.06000533501307169
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,128,0.054382932186126706
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,64,0.034946131706237796
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,64,0.053711998462677005
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,32,0.03787413438161214
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,32,0.053133865197499595
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,128,0.04618560075759888
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,65536,4.714393615722656
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,65536,7.495048522949219
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,16384,1.8419082641601563
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,16384,1.30415891011556
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,16384,0.7002208073933919
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,12288,1.306592051188151
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,12288,0.9220245361328125
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,65536,5.345302327473958
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,10240,1.0829909006754557
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,10240,0.7679232279459636
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,12288,0.5212320009867351
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,8192,0.8059370676676432
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,8192,0.7444768269856771
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,8192,0.33626133600870767
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,7168,0.7042303721110026
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,10240,0.4024981180826823
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,7168,0.5955327987670899
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,65536,4.24719467163086
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,6144,0.6572479883829753
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,6144,0.4686005274454753
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,5120,0.48058239618937176
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,5120,0.37893972396850584
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,5120,0.2268949349721273
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,4096,0.3880853335062663
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,4096,0.29023892084757485
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,6144,0.2673322677612305
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,3584,0.34360853830973304
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,3584,0.2928288141886393
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,7168,0.29451306660970056
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,3072,0.27762133280436196
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,3072,0.21831146876017252
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,3584,0.1676224072774251
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,2560,0.24779626528422036
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,2560,0.18835733731587728
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,4096,0.18197546005249024
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,2048,0.1943295955657959
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,2048,0.1496330738067627
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,3072,0.14622507095336915
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,1536,0.14440639813741046
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,1536,0.11906346480051677
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,2560,0.13007893562316894
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,1024,0.1056437333424886
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,1024,0.09005333582560221
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,1536,0.08800319830576578
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,768,0.07750826676686605
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,768,0.07734293142954508
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,2048,0.1059285322825114
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,512,0.059239466985066734
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,512,0.06230400005976359
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,768,0.058075733979543055
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,256,0.039162667592366536
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,512,0.051690665880839023
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,1024,0.06762986977895101
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,128,0.031244800488154097
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,128,0.045737600326538085
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,256,0.044835201899210614
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,64,0.027961599826812743
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,64,0.04519146680831909
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,32,0.029397332668304445
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,128,0.04076053301493327
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,32,0.044828800360361735
TRTLLM,1.2.0rc6,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,256,0.051229866345723477
