framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,topk,num_experts,moe_ep_size,distribution,latency
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,2,7168,8,256,4,balanced,0.013104000687599182
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,2,7168,8,256,4,balanced,0.011059200018644333
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,2,7168,8,256,4,balanced,0.012777599692344665
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,2,7168,8,256,4,balanced,0.015782399475574492
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,4,7168,8,256,4,balanced,0.011791999638080596
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,4,7168,8,256,4,balanced,0.011788800358772278
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,4,7168,8,256,4,balanced,0.012742400169372559
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,4,7168,8,256,4,balanced,0.012556800246238708
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,4,7168,8,256,4,balanced,0.010633599758148194
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,4,7168,8,256,4,balanced,0.0130048006772995
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,4,7168,8,256,4,balanced,0.01204800009727478
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,4,7168,8,256,4,balanced,0.01125119999051094
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,4,7168,8,256,4,balanced,0.01286720037460327
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,4,7168,8,256,4,balanced,0.016041600704193117
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,8,7168,8,256,4,balanced,0.011840000003576278
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,8,7168,8,256,4,balanced,0.012166400253772736
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,8,7168,8,256,4,balanced,0.01284160017967224
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,8,7168,8,256,4,balanced,0.012585599720478059
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,8,7168,8,256,4,balanced,0.012368000298738479
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,8,7168,8,256,4,balanced,0.013331200182437896
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.012076800316572189
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.012003199756145477
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.014300799369812012
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,8,7168,8,256,4,balanced,0.017664000391960144
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,16,7168,8,256,4,balanced,0.012624000012874604
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,16,7168,8,256,4,balanced,0.01483200043439865
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,16,7168,8,256,4,balanced,0.013372799754142762
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,16,7168,8,256,4,balanced,0.012566399574279786
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,16,7168,8,256,4,balanced,0.011590400338172912
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,16,7168,8,256,4,balanced,0.014550399780273438
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.012579199671745301
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.012691199779510498
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.013811199367046357
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,16,7168,8,256,4,balanced,0.01691199988126755
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,32,7168,8,256,4,balanced,0.01268800050020218
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,32,7168,8,256,4,balanced,0.01348160058259964
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,32,7168,8,256,4,balanced,0.014611199498176575
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,32,7168,8,256,4,balanced,0.012614400684833526
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,32,7168,8,256,4,balanced,0.011574400216341018
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,32,7168,8,256,4,balanced,0.014662399888038635
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.012681600451469422
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.011641599982976914
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.014617599546909332
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,32,7168,8,256,4,balanced,0.01780479997396469
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,48,7168,8,256,4,balanced,0.012736000120639801
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,48,7168,8,256,4,balanced,0.015583999454975128
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,48,7168,8,256,4,balanced,0.017177599668502807
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,48,7168,8,256,4,balanced,0.012783999741077422
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,48,7168,8,256,4,balanced,0.012828800082206725
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,48,7168,8,256,4,balanced,0.01693120002746582
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.012800000607967377
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.012624000012874604
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.016790400445461272
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,48,7168,8,256,4,balanced,0.02086080014705658
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,64,7168,8,256,4,balanced,0.013030399382114411
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,64,7168,8,256,4,balanced,0.016275200247764587
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,64,7168,8,256,4,balanced,0.018729600310325622
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,64,7168,8,256,4,balanced,0.012992000579833985
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,64,7168,8,256,4,balanced,0.013196800649166108
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,64,7168,8,256,4,balanced,0.018412800133228303
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.012876799702644348
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.012617599964141846
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.018195199966430663
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,64,7168,8,256,4,balanced,0.021817600727081297
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,80,7168,8,256,4,balanced,0.012703999876976013
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,80,7168,8,256,4,balanced,0.01764480024576187
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,80,7168,8,256,4,balanced,0.020681600272655486
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,80,7168,8,256,4,balanced,0.01348160058259964
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,80,7168,8,256,4,balanced,0.01470080018043518
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,80,7168,8,256,4,balanced,0.020681600272655486
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.012998400628566742
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.014691199362277984
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.02096319943666458
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,80,7168,8,256,4,balanced,0.025737598538398743
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,96,7168,8,256,4,balanced,0.012809599936008453
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,96,7168,8,256,4,balanced,0.019011199474334717
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,96,7168,8,256,4,balanced,0.022188800573349
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,96,7168,8,256,4,balanced,0.012540799379348756
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,96,7168,8,256,4,balanced,0.015087999403476715
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,96,7168,8,256,4,balanced,0.02250880002975464
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.012624000012874604
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.015097600221633912
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.02218240052461624
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,96,7168,8,256,4,balanced,0.02507840096950531
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,128,7168,8,256,4,balanced,0.012611199915409089
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,128,7168,8,256,4,balanced,0.02130880057811737
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,128,7168,8,256,4,balanced,0.025417599081993102
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,128,7168,8,256,4,balanced,0.013657599687576294
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,128,7168,8,256,4,balanced,0.016044799983501435
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,128,7168,8,256,4,balanced,0.02539519965648651
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.01348160058259964
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.015744000673294067
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.0247871994972229
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,128,7168,8,256,4,balanced,0.030608001351356506
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,160,7168,8,256,4,balanced,0.013657599687576294
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,160,7168,8,256,4,balanced,0.024086399376392363
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,160,7168,8,256,4,balanced,0.02876800000667572
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,160,7168,8,256,4,balanced,0.013072000443935394
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,160,7168,8,256,4,balanced,0.01759359985589981
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,160,7168,8,256,4,balanced,0.028707200288772584
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.013302400708198547
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.01923519968986511
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.028505599498748778
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,160,7168,8,256,4,balanced,0.03488639891147614
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,192,7168,8,256,4,balanced,0.013827200233936309
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,192,7168,8,256,4,balanced,0.02686080038547516
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,192,7168,8,256,4,balanced,0.032252800464630124
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,192,7168,8,256,4,balanced,0.014281600713729858
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,192,7168,8,256,4,balanced,0.018956799805164338
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,192,7168,8,256,4,balanced,0.03216319978237152
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.012720000743865967
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.01852159947156906
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.03240320086479187
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,192,7168,8,256,4,balanced,0.03984639942646027
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,256,7168,8,256,4,balanced,0.014547200500965118
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,256,7168,8,256,4,balanced,0.03213439881801605
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,256,7168,8,256,4,balanced,0.040067198872566226
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,256,7168,8,256,4,balanced,0.014640000462532044
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,256,7168,8,256,4,balanced,0.02094080001115799
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,256,7168,8,256,4,balanced,0.0401311993598938
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.01353600025177002
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.020707200467586517
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.03977920114994049
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,256,7168,8,256,4,balanced,0.04530879855155945
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,320,7168,8,256,4,balanced,0.01491519957780838
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,320,7168,8,256,4,balanced,0.037363201379776
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,320,7168,8,256,4,balanced,0.04683519899845123
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,320,7168,8,256,4,balanced,0.015724800527095795
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,320,7168,8,256,4,balanced,0.02409279942512512
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,320,7168,8,256,4,balanced,0.04758720099925995
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.015087999403476715
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.023772799968719484
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.04757120013237
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,320,7168,8,256,4,balanced,0.054979199171066286
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,384,7168,8,256,4,balanced,0.014681600034236908
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,384,7168,8,256,4,balanced,0.04270080029964447
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,384,7168,8,256,4,balanced,0.05431680083274841
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,384,7168,8,256,4,balanced,0.015494400262832641
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,384,7168,8,256,4,balanced,0.026966398954391478
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,384,7168,8,256,4,balanced,0.05494400262832642
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.014691199362277984
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.02656959891319275
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.054476797580718994
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,384,7168,8,256,4,balanced,0.06573759913444518
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,512,7168,8,256,4,balanced,0.015503999590873719
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,512,7168,8,256,4,balanced,0.055190402269363406
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,512,7168,8,256,4,balanced,0.06984000205993653
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,512,7168,8,256,4,balanced,0.015744000673294067
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,512,7168,8,256,4,balanced,0.032092800736427306
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,512,7168,8,256,4,balanced,0.07072960138320923
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.015475200116634369
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.03118399977684021
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.06993920207023621
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,512,7168,8,256,4,balanced,0.08691200017929077
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,768,7168,8,256,4,balanced,0.017894400656223296
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,768,7168,8,256,4,balanced,0.07599999904632568
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,768,7168,8,256,4,balanced,0.09741439819335937
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,768,7168,8,256,4,balanced,0.016748799383640288
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,768,7168,8,256,4,balanced,0.04276799857616424
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,fp8,768,7168,8,256,4,balanced,0.09668480157852173
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.017484800517559053
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.041571199893951416
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.09702079892158508
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine_low_precision,NVLinkTwoSided,nvfp4,768,7168,8,256,4,balanced,0.12552640438079835
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,float16,1024,7168,8,256,4,balanced,0.020345599949359895
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,float16,1024,7168,8,256,4,balanced,0.0986624002456665
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_combine,NVLinkTwoSided,float16,1024,7168,8,256,4,balanced,0.12409919500350952
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_prepare,NVLinkTwoSided,fp8,1024,7168,8,256,4,balanced,0.019568000733852387
TRTLLM,1.2.0rc6,NVIDIA GB200,alltoall_dispatch,NVLinkTwoSided,fp8,1024,7168,8,256,4,balanced,0.0535968005657196
