framework,version,device,op_name,kernel_source,gemm_dtype,m,n,k,latency
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,4096,0.4496373176574707
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,5120,0.3397311846415202
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,3584,0.5196629206339518
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,3584,0.3353930791219076
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,6144,0.3814880053202311
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,3072,0.436293347676595
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,3072,0.2967285474141439
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,4096,0.2720106760660807
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,2560,0.38356266021728513
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,2560,0.23159359296162924
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,2560,0.18692800203959148
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,2048,0.2995423952738444
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,2048,0.20751892725626625
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,3584,0.24938559532165527
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,1536,0.23918293317159017
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,1536,0.15411200523376464
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,3072,0.2115818659464518
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,1024,0.15920000076293944
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,1024,0.11868373552958171
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,1024,0.09996480147043864
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,768,0.12448320388793946
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,768,0.1029311974843343
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,1536,0.13077332973480224
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,512,0.09388480186462403
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,512,0.0848586638768514
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,768,0.08570240338643392
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,256,0.060088535149892174
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,256,0.07116053104400635
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,512,0.07653120358784994
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,128,0.05322986841201782
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,128,0.06430720090866089
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,128,0.057684266567230226
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,64,0.047866666316986085
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,256,0.06406186819076538
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,64,0.06309546629587809
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,16384,32,0.045627733071645096
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,16384,32,0.06259306669235229
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,2048,0.1565834681193034
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,65536,5.406477864583334
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,16384,2.181169128417969
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,65536,8.6654052734375
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,16384,1.4225716908772787
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,12288,1.4328821818033854
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,12288,1.0604000091552734
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,12288,0.5988778432210287
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,10240,1.2644927978515625
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,10240,0.9666175842285156
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,16384,0.7942997614542644
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,8192,1.0321088155110678
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,8192,0.7546229044596354
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,10240,0.49503361384073896
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,7168,0.8066218694051107
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,7168,0.6200181325276692
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,8192,0.3814026514689127
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,6144,0.6662623723347981
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,6144,0.6133567810058593
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,7168,0.35346240997314454
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,5120,0.5755125045776367
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,5120,0.4056394577026367
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,6144,0.2945941289265951
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,4096,0.447218132019043
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,4096,0.30971412658691405
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,5120,0.2680490811665853
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,3584,0.41141440073649094
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,3584,0.27214186986287436
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,4096,0.2135541280110677
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,3072,0.3319775899251302
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,3072,0.23954453468322753
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,3584,0.1961898644765218
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,2560,0.2847370783487956
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,2560,0.21682346661885582
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,3072,0.16918932596842448
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,2048,0.23062613805135093
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,2048,0.1584895928700765
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,2560,0.1500127951304118
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,1536,0.1743765354156494
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,1536,0.12751893202463788
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,1536,0.10426560242970784
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,1024,0.12473920186360676
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,1024,0.09906880060831705
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,2048,0.12437866528828938
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,768,0.0942624012629191
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,768,0.08490880330403647
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,1024,0.07985280354817709
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,512,0.07141653696695963
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,512,0.06981013615926107
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,768,0.06786453723907471
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,256,0.04615893363952637
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,256,0.06241706609725952
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,512,0.06125333309173584
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,128,0.038157868385314944
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,256,0.0521717349688212
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,128,0.053529600302378334
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,64,0.03537919918696086
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,64,0.05412906805674235
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,12288,32,0.03821440140406291
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,12288,32,0.053532799084981285
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,128,0.04686506589253743
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,65536,4.578451029459635
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,65536,7.394614156087239
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,16384,1.7135306040445966
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,16384,1.2095882415771484
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,16384,0.6465002695719402
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,12288,1.2352383931477866
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,12288,0.9432320276896158
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,16384,65536,5.737407938639323
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,10240,1.0782602945963542
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,10240,0.8711456298828125
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,12288,0.4844789187113444
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,8192,0.7846015930175781
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,8192,0.6230986913045247
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,10240,0.40250666936238605
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,7168,0.6807658513387044
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,7168,0.5524821599324544
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,8192,0.33293654123942057
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,6144,0.573855972290039
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,6144,0.4277183850606282
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,7168,0.2997941335042318
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,5120,0.4926602681477864
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,12288,65536,3.858598327636719
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,5120,0.42735573450724285
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,4096,0.3864213307698568
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,4096,0.27682558695475257
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,4096,0.18366187413533527
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,3584,0.3348842620849609
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,3584,0.23579840660095214
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,5120,0.22786453564961753
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,3072,0.29546346664428713
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,3072,0.2038815975189209
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,6144,0.2591615994771322
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,2560,0.2349781354268392
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,2560,0.1724789301554362
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,3584,0.16583253542582194
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,2048,0.1953173319498698
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,2048,0.14218239784240722
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,3072,0.14669119517008464
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,1536,0.14756906827290853
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,1536,0.11501333713531495
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,2560,0.12863679726918537
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,1024,0.10375573635101318
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,1024,0.08389546871185302
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,1536,0.08900907039642333
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,768,0.08190186818440756
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,768,0.07411413192749024
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,1024,0.0689237356185913
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,512,0.059556265672047935
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,512,0.06282240152359009
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,768,0.05890986522038778
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,256,0.04047466516494751
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,2048,0.10652799606323242
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,256,0.053547732035319005
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,128,0.03146986762682597
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,128,0.04734293222427368
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,512,0.05283840099970499
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,float16,8192,10240,64,0.02818560004234314
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,128,0.04081706603368123
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,64,0.04553920030593872
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,10240,32,0.04509653250376384
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,nvfp4,8192,10240,256,0.045628801981608076
TRTLLM,1.2.0rc5,NVIDIA GB200,gemm,torch_flow,fp8,8192,8192,65536,3.9063402811686196
