model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,2048,512,0,128,5.374,128,128,503.365,46.056,24038.212,5.374,2.687,2745.898,1372.949,21.712,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,75.286,0.25,1.0,127.0,2175.0,2048,127.0,trtllm,1.2.0rc5,h200_sxm,0.0,1372.949
Qwen/Qwen3-32B,2048,512,0,112,5.193,112,112,496.886,41.639,21774.589,5.193,2.597,2653.673,1326.836,24.016,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,70.284,0.219,1.0,111.0,2159.0,2048,111.0,trtllm,1.2.0rc5,h200_sxm,0.0,1326.836
Qwen/Qwen3-32B,2048,512,0,96,4.965,96,96,490.407,37.263,19531.755,4.965,2.483,2537.21,1268.605,26.836,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,65.282,0.188,1.0,95.0,2143.0,2048,95.0,trtllm,1.2.0rc5,h200_sxm,0.0,1268.605
Qwen/Qwen3-32B,2048,512,0,80,4.649,80,80,483.929,33.094,17394.935,4.649,2.325,2375.672,1187.836,30.217,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,60.281,0.156,1.0,79.0,2127.0,2048,79.0,trtllm,1.2.0rc5,h200_sxm,0.0,1187.836
Qwen/Qwen3-32B,2048,512,0,144,8.795,144,144,305.779,31.717,16513.009,8.795,2.199,4494.192,1123.548,31.529,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,42.892,0.281,1.0,143.0,2191.0,2048,143.0,trtllm,1.2.0rc5,h200_sxm,0.0,1123.548
Qwen/Qwen3-32B,2048,512,0,144,8.753,144,144,557.608,31.5,16654.109,8.753,2.188,4472.727,1118.182,31.746,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,43.049,0.141,2.0,142.0,4238.0,4096,142.0,trtllm,1.2.0rc5,h200_sxm,0.0,1118.182
Qwen/Qwen3-32B,2048,512,0,128,8.58,128,128,302.418,28.864,15052.14,8.58,2.145,4384.265,1096.066,34.645,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,40.391,0.25,1.0,127.0,2175.0,2048,127.0,trtllm,1.2.0rc5,h200_sxm,0.0,1096.066
Qwen/Qwen3-32B,2048,512,0,128,8.545,128,128,554.037,28.613,15175.33,8.545,2.136,4366.473,1091.618,34.949,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,40.547,0.125,2.0,126.0,4222.0,4096,126.0,trtllm,1.2.0rc5,h200_sxm,0.0,1091.618
Qwen/Qwen3-32B,2048,512,0,112,8.208,112,112,299.2,26.368,13773.373,8.208,2.052,4194.1,1048.525,37.924,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,37.89,0.219,1.0,111.0,2159.0,2048,111.0,trtllm,1.2.0rc5,h200_sxm,0.0,1048.525
Qwen/Qwen3-32B,2048,512,0,112,8.167,112,112,550.6,26.132,13904.093,8.167,2.042,4173.199,1043.3,38.267,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,38.046,0.109,2.0,110.0,4206.0,4096,110.0,trtllm,1.2.0rc5,h200_sxm,0.0,1043.3
Qwen/Qwen3-32B,2048,512,0,96,7.745,96,96,295.982,23.916,12516.997,7.745,1.936,3957.671,989.418,41.813,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,35.389,0.188,1.0,95.0,2143.0,2048,95.0,trtllm,1.2.0rc5,h200_sxm,0.0,989.418
Qwen/Qwen3-32B,2048,512,0,96,7.7,96,96,547.162,23.689,12652.278,7.7,1.925,3934.518,983.63,42.214,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,35.545,0.094,2.0,94.0,4190.0,4096,94.0,trtllm,1.2.0rc5,h200_sxm,0.0,983.63
Qwen/Qwen3-32B,2048,512,0,96,7.46,96,96,846.583,23.647,12930.255,7.46,1.865,3811.927,952.982,42.288,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,35.857,0.047,4.0,92.0,8284.0,8192,92.0,trtllm,1.2.0rc5,h200_sxm,0.0,952.982
Qwen/Qwen3-32B,2048,512,0,80,7.219,80,80,292.765,21.342,11198.393,7.219,1.805,3688.692,922.173,46.857,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,32.888,0.156,1.0,79.0,2127.0,2048,79.0,trtllm,1.2.0rc5,h200_sxm,0.0,922.173
Qwen/Qwen3-32B,2048,512,0,80,7.176,80,80,523.335,21.102,11306.225,7.176,1.794,3666.868,916.717,47.39,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,33.044,0.078,2.0,78.0,4174.0,4096,78.0,trtllm,1.2.0rc5,h200_sxm,0.0,916.717
Qwen/Qwen3-32B,2048,512,0,80,6.964,80,80,788.623,20.938,11487.793,6.964,1.741,3558.674,889.669,47.761,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,33.356,0.039,4.0,76.0,8268.0,8192,76.0,trtllm,1.2.0rc5,h200_sxm,0.0,889.669
Qwen/Qwen3-32B,2048,512,0,64,6.529,64,64,289.453,18.833,9912.915,6.529,1.632,3336.16,834.04,53.099,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.386,0.125,1.0,63.0,2111.0,2048,63.0,trtllm,1.2.0rc5,h200_sxm,0.0,834.04
Qwen/Qwen3-32B,2048,512,0,64,6.49,64,64,465.836,18.579,9959.763,6.49,1.622,3316.216,829.054,53.824,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.543,0.062,2.0,62.0,4158.0,4096,62.0,trtllm,1.2.0rc5,h200_sxm,0.0,829.054
Qwen/Qwen3-32B,2048,512,0,64,6.313,64,64,730.756,18.292,10077.93,6.313,1.578,3225.927,806.482,54.669,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.855,0.031,4.0,60.0,8252.0,8192,60.0,trtllm,1.2.0rc5,h200_sxm,0.0,806.482
Qwen/Qwen3-32B,2048,512,0,56,6.162,56,56,287.091,17.43,9193.879,6.162,1.541,3149.029,787.257,57.372,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,29.136,0.109,1.0,55.0,2103.0,2048,55.0,trtllm,1.2.0rc5,h200_sxm,0.0,787.257
Qwen/Qwen3-32B,2048,512,0,56,6.125,56,56,436.823,17.17,9210.503,6.125,1.531,3129.976,782.494,58.242,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,29.292,0.055,2.0,54.0,4150.0,4096,54.0,trtllm,1.2.0rc5,h200_sxm,0.0,782.494
Qwen/Qwen3-32B,2048,512,0,56,5.966,56,56,701.606,16.82,9296.541,5.966,1.491,3048.564,762.141,59.454,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,29.604,0.027,4.0,52.0,8244.0,8192,52.0,trtllm,1.2.0rc5,h200_sxm,0.0,762.141
Qwen/Qwen3-32B,2048,512,0,48,5.733,48,48,284.729,16.029,8475.616,5.733,1.433,2929.634,732.409,62.386,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,27.885,0.094,1.0,47.0,2095.0,2048,47.0,trtllm,1.2.0rc5,h200_sxm,0.0,732.409
Qwen/Qwen3-32B,2048,512,0,48,5.699,48,48,408.057,15.759,8461.1,5.699,1.425,2912.064,728.016,63.454,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,28.041,0.047,2.0,46.0,4142.0,4096,46.0,trtllm,1.2.0rc5,h200_sxm,0.0,728.016
Qwen/Qwen3-32B,2048,512,0,48,5.605,48,48,541.113,15.623,8524.268,5.605,1.401,2863.918,715.98,64.01,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,28.197,0.031,3.0,45.0,6189.0,6144,45.0,trtllm,1.2.0rc5,h200_sxm,0.0,715.98
Qwen/Qwen3-32B,2048,512,0,48,5.559,48,48,672.579,15.345,8514.083,5.559,1.39,2840.737,710.184,65.166,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,28.354,0.023,4.0,44.0,8236.0,8192,44.0,trtllm,1.2.0rc5,h200_sxm,0.0,710.184
Qwen/Qwen3-32B,2048,512,0,40,5.217,40,40,271.778,14.646,7756.062,5.217,1.304,2666.052,666.513,68.276,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,26.635,0.078,1.0,39.0,2087.0,2048,39.0,trtllm,1.2.0rc5,h200_sxm,0.0,666.513
Qwen/Qwen3-32B,2048,512,0,40,5.187,40,40,379.538,14.366,7720.491,5.187,1.297,2650.506,662.626,69.609,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,26.791,0.039,2.0,38.0,4134.0,4096,38.0,trtllm,1.2.0rc5,h200_sxm,0.0,662.626
Qwen/Qwen3-32B,2048,512,0,40,5.07,40,40,643.675,13.887,7739.699,5.07,1.267,2590.633,647.658,72.012,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,27.103,0.02,4.0,36.0,8228.0,8192,36.0,trtllm,1.2.0rc5,h200_sxm,0.0,647.658
Qwen/Qwen3-32B,2048,512,0,64,9.245,64,64,418.38,12.669,6892.459,9.245,1.156,4724.388,590.549,78.93,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,18.408,0.031,4.0,60.0,8252.0,8192,60.0,trtllm,1.2.0rc5,h200_sxm,0.0,590.549
Qwen/Qwen3-32B,2048,512,0,32,4.478,32,32,614.722,12.428,6965.673,4.478,1.12,2288.362,572.09,80.46,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,25.852,0.016,4.0,28.0,8220.0,8192,28.0,trtllm,1.2.0rc5,h200_sxm,0.0,572.09
Qwen/Qwen3-32B,2048,512,0,56,8.678,56,56,401.569,11.749,6405.393,8.678,1.085,4434.692,554.336,85.112,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,17.783,0.027,4.0,52.0,8244.0,8192,52.0,trtllm,1.2.0rc5,h200_sxm,0.0,554.336
Qwen/Qwen3-32B,2048,512,0,28,4.161,28,28,600.213,11.612,6533.91,4.161,1.04,2126.336,531.584,86.118,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,25.227,0.014,4.0,24.0,8216.0,8192,24.0,trtllm,1.2.0rc5,h200_sxm,0.0,531.584
Qwen/Qwen3-32B,2048,512,0,48,8.069,48,48,384.837,10.761,5883.638,8.069,1.009,4123.387,515.423,92.929,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,17.157,0.023,4.0,44.0,8236.0,8192,44.0,trtllm,1.2.0rc5,h200_sxm,0.0,515.423
Qwen/Qwen3-32B,2048,512,0,40,7.445,40,40,368.186,9.632,5290.378,7.445,0.931,3804.24,475.53,103.816,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,16.531,0.02,4.0,36.0,8228.0,8192,36.0,trtllm,1.2.0rc5,h200_sxm,0.0,475.53
Qwen/Qwen3-32B,2048,512,0,32,6.671,32,32,351.654,8.503,4696.747,6.671,0.834,3408.827,426.103,117.604,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.906,0.016,4.0,28.0,8220.0,8192,28.0,trtllm,1.2.0rc5,h200_sxm,0.0,426.103
Qwen/Qwen3-32B,2048,512,0,28,6.199,28,28,343.436,7.954,4407.759,6.199,0.775,3167.773,395.972,125.728,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.593,0.014,4.0,24.0,8216.0,8192,24.0,trtllm,1.2.0rc5,h200_sxm,0.0,395.972
Qwen/Qwen3-32B,2048,512,0,24,5.669,24,24,335.236,7.398,4115.698,5.669,0.709,2896.937,362.117,135.169,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.28,0.012,4.0,20.0,8212.0,8192,20.0,trtllm,1.2.0rc5,h200_sxm,0.0,362.117
Qwen/Qwen3-32B,2048,512,0,20,5.069,20,20,327.054,6.834,3819.072,5.069,0.634,2590.246,323.781,146.334,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.967,0.01,4.0,16.0,8208.0,8192,16.0,trtllm,1.2.0rc5,h200_sxm,0.0,323.781
Qwen/Qwen3-32B,2048,512,0,16,4.375,16,16,318.755,6.269,3522.086,4.375,0.547,2235.551,279.444,159.521,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.654,0.008,4.0,12.0,8204.0,8192,12.0,trtllm,1.2.0rc5,h200_sxm,0.0,279.444
Qwen/Qwen3-32B,2048,512,0,15,4.149,15,15,318.627,6.186,3479.726,4.149,0.519,2120.326,265.041,161.653,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.576,0.007,4.0,11.0,8203.0,8192,11.0,trtllm,1.2.0rc5,h200_sxm,0.0,265.041
Qwen/Qwen3-32B,2048,512,0,12,3.595,12,12,310.482,5.937,3344.187,3.595,0.449,1836.89,229.611,168.441,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.342,0.006,4.0,8.0,8200.0,8192,8.0,trtllm,1.2.0rc5,h200_sxm,0.0,229.611
Qwen/Qwen3-32B,2048,512,0,12,3.588,12,12,244.592,5.867,3242.524,3.588,0.449,1833.656,229.207,170.451,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.185,0.008,3.0,9.0,6153.0,6144,9.0,trtllm,1.2.0rc5,h200_sxm,0.0,229.207
Qwen/Qwen3-32B,2048,512,0,11,3.338,11,11,310.431,5.853,3301.44,3.338,0.417,1705.614,213.202,170.845,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.263,0.005,4.0,7.0,8199.0,8192,7.0,trtllm,1.2.0rc5,h200_sxm,0.0,213.202
Qwen/Qwen3-32B,2048,512,0,11,3.332,11,11,244.464,5.783,3199.661,3.332,0.416,1702.62,212.827,172.916,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.107,0.007,3.0,8.0,6152.0,6144,8.0,trtllm,1.2.0rc5,h200_sxm,0.0,212.827
Qwen/Qwen3-32B,2048,512,0,10,3.132,10,10,174.725,5.782,3129.092,3.132,0.392,1600.671,200.084,172.964,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.873,0.01,2.0,8.0,4104.0,4096,8.0,trtllm,1.2.0rc5,h200_sxm,0.0,200.084
Qwen/Qwen3-32B,2048,512,0,10,3.074,10,10,310.381,5.77,3258.692,3.074,0.384,1570.895,196.362,173.32,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.185,0.005,4.0,6.0,8198.0,8192,6.0,trtllm,1.2.0rc5,h200_sxm,0.0,196.362
Qwen/Qwen3-32B,2048,512,0,10,3.069,10,10,244.413,5.7,3156.912,3.069,0.384,1568.073,196.009,175.451,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.029,0.007,3.0,7.0,6151.0,6144,7.0,trtllm,1.2.0rc5,h200_sxm,0.0,196.009
Qwen/Qwen3-32B,2048,512,0,9,2.901,9,9,238.401,5.616,3107.979,2.901,0.363,1482.418,185.302,178.075,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.951,0.006,3.0,6.0,6150.0,6144,6.0,trtllm,1.2.0rc5,h200_sxm,0.0,185.302
