model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,2048,512,0,140,3.616,1,1,3,28,28,5,925.61,69.691,36537.711,3.616,0.226,1851.187,115.699,14.349,1.945,0.786,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,43.888,trtllm,1.0.0,l40s,0.0,115.699
Qwen/Qwen3-32B,2048,512,0,68,1.775,1,1,2,68,68,1,925.61,68.969,36168.769,1.775,0.222,908.636,113.58,14.499,1.945,1.929,8,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.919,trtllm,1.0.0,l40s,0.0,113.58
Qwen/Qwen3-32B,2048,512,0,120,3.501,1,1,2,40,40,3,925.61,54.483,28766.423,3.501,0.219,1792.512,112.032,18.354,1.945,1.437,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,26.544,trtllm,1.0.0,l40s,0.0,112.032
Qwen/Qwen3-32B,2048,512,0,90,3.284,1,1,2,30,30,3,925.61,49.321,26128.641,3.284,0.205,1681.613,105.101,20.275,1.945,1.19,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,24.981,trtllm,1.0.0,l40s,0.0,105.101
Qwen/Qwen3-32B,2048,512,0,66,2.685,1,1,2,22,22,3,925.61,44.264,23544.514,2.685,0.168,1374.966,85.935,22.592,1.945,0.973,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,23.731,trtllm,1.0.0,l40s,0.0,85.935
Qwen/Qwen3-32B,2048,512,0,48,2.186,1,1,2,16,16,3,925.61,39.548,21134.638,2.186,0.137,1119.191,69.949,25.286,1.945,0.792,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,22.794,trtllm,1.0.0,l40s,0.0,69.949
Qwen/Qwen3-32B,2048,512,0,30,1.579,1,1,2,10,10,3,925.61,34.218,18411.008,1.579,0.099,808.305,50.519,29.224,1.945,0.572,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,21.856,trtllm,1.0.0,l40s,0.0,50.519
Qwen/Qwen3-32B,2048,512,0,9,0.549,1,1,2,3,3,3,925.61,29.429,15963.829,0.549,0.034,281.211,17.576,33.98,1.945,0.199,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,20.762,trtllm,1.0.0,l40s,0.0,17.576
Qwen/Qwen3-32B,2048,512,0,4,0.248,1,1,4,4,4,1,925.61,28.95,15719.06,0.248,0.016,127.181,7.949,34.542,1.945,0.27,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.159,trtllm,1.0.0,l40s,0.0,7.949
Qwen/Qwen3-32B,2048,512,0,2,0.168,1,1,4,2,2,1,925.61,21.381,11851.301,0.168,0.011,86.2,5.388,46.77,1.945,0.183,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.003,trtllm,1.0.0,l40s,0.0,5.388
Qwen/Qwen3-32B,2048,512,0,1,0.103,1,1,4,1,1,1,925.61,17.527,9881.907,0.103,0.006,52.756,3.297,57.054,1.945,0.112,16,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,35.523,trtllm,1.0.0,l40s,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,12.925,trtllm,1.0.0,l40s,0.0,3.297
