model,isl,osl,prefix,concurrency,request_rate,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,(p)seq/s/worker,(d)seq/s/worker,num_total_gpus,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,512,128,0,512,58.364,1,1,12,512,512,1,277.655,63.549,8348.378,58.364,3.648,7470.577,466.911,15.736,6.483,63.439,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,40.294,trtllm,1.0.0,a100_sxm,0.0,466.911
Qwen/Qwen3-32B,512,128,0,384,58.347,1,1,10,128,128,3,277.655,38.947,5223.924,58.347,3.647,7468.416,466.776,25.676,6.483,25.878,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,45.138,trtllm,1.0.0,a100_sxm,0.0,466.776
Qwen/Qwen3-32B,512,128,0,228,48.002,1,1,10,76,76,3,277.655,34.409,4647.598,48.002,3.0,6144.246,384.015,29.062,6.483,17.392,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,41.076,trtllm,1.0.0,a100_sxm,0.0,384.015
Qwen/Qwen3-32B,512,128,0,68,23.339,1,1,4,68,68,1,277.655,19.985,2815.75,23.339,2.917,2987.366,373.421,50.039,6.483,26.792,8,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,22.95,trtllm,1.0.0,a100_sxm,0.0,373.421
Qwen/Qwen3-32B,512,128,0,60,23.109,1,1,4,60,60,1,277.655,18.808,2666.271,23.109,2.889,2958.013,369.752,53.169,6.483,25.119,8,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,22.637,trtllm,1.0.0,a100_sxm,0.0,369.752
Qwen/Qwen3-32B,512,128,0,48,19.754,1,1,4,48,48,1,277.655,17.602,2513.109,19.754,2.469,2528.543,316.068,56.812,6.483,21.472,8,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,22.169,trtllm,1.0.0,a100_sxm,0.0,316.068
Qwen/Qwen3-32B,512,128,0,64,29.097,1,1,8,64,64,1,277.655,15.934,2301.273,29.097,1.819,3724.396,232.775,62.759,6.483,31.627,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.097,trtllm,1.0.0,a100_sxm,0.0,232.775
Qwen/Qwen3-32B,512,128,0,56,28.085,1,1,8,56,56,1,277.655,14.445,2112.17,28.085,1.755,3594.86,224.679,69.23,6.483,30.527,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.941,trtllm,1.0.0,a100_sxm,0.0,224.679
Qwen/Qwen3-32B,512,128,0,52,27.496,1,1,8,52,52,1,277.655,13.7,2017.555,27.496,1.719,3519.493,219.968,72.993,6.483,29.887,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.863,trtllm,1.0.0,a100_sxm,0.0,219.968
Qwen/Qwen3-32B,512,128,0,44,24.65,1,1,8,44,44,1,277.655,12.93,1919.765,24.65,1.541,3155.261,197.204,77.338,6.483,26.794,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.706,trtllm,1.0.0,a100_sxm,0.0,197.204
Qwen/Qwen3-32B,512,128,0,30,18.38,1,1,8,30,30,1,277.655,11.824,1779.303,18.38,1.149,2352.609,147.038,84.572,6.483,19.978,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.433,trtllm,1.0.0,a100_sxm,0.0,147.038
Qwen/Qwen3-32B,512,128,0,22,14.525,1,1,8,22,22,1,277.655,10.972,1671.099,14.525,0.908,1859.195,116.2,91.139,6.483,15.788,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.277,trtllm,1.0.0,a100_sxm,0.0,116.2
Qwen/Qwen3-32B,512,128,0,6,4.366,1,1,8,6,6,1,277.655,9.954,1541.813,4.366,0.273,558.889,34.931,100.458,6.483,4.746,16,1,1,1,1,1,tp1pp1dp1etp1ep1,float16,float16,float16,float16,half,64.734,trtllm,1.0.0,a100_sxm,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,12.964,trtllm,1.0.0,a100_sxm,0.0,34.931
