model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster
Qwen/Qwen3-32B,2048,512,0,96,3.946,96,96,533.139,47.011,24555.913,3.946,1.973,2016.392,1008.196,21.271,2,2,1,1,1,1,tp2pp1dp1etp1ep1,float16,float16,float16,float16,half,65.282,0.188,1.0,95.0,2143.0,2048,95.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,1008.196
Qwen/Qwen3-32B,2048,512,0,176,7.749,176,176,347.513,44.109,22887.379,7.749,1.937,3959.796,989.949,22.671,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,47.895,0.344,1.0,175.0,2223.0,2048,175.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,989.949
Qwen/Qwen3-32B,2048,512,0,160,7.618,160,160,341.468,40.76,21169.874,7.618,1.904,3892.78,973.195,24.534,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,45.394,0.312,1.0,159.0,2207.0,2048,159.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,973.195
Qwen/Qwen3-32B,2048,512,0,144,7.482,144,144,335.423,37.315,19403.406,7.482,1.871,3823.555,955.889,26.799,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,42.892,0.281,1.0,143.0,2191.0,2048,143.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,955.889
Qwen/Qwen3-32B,2048,512,0,144,7.409,144,144,603.534,37.296,19661.545,7.409,1.852,3785.95,946.488,26.813,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,43.049,0.141,2.0,142.0,4238.0,4096,142.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,946.488
Qwen/Qwen3-32B,2048,512,0,128,7.318,128,128,329.414,33.88,17642.249,7.318,1.829,3739.281,934.82,29.516,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,40.391,0.25,1.0,127.0,2175.0,2048,127.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,934.82
Qwen/Qwen3-32B,2048,512,0,128,7.245,128,128,597.341,33.829,17883.825,7.245,1.811,3702.305,925.576,29.561,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,40.547,0.125,2.0,126.0,4222.0,4096,126.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,925.576
Qwen/Qwen3-32B,2048,512,0,112,7.054,112,112,323.935,30.716,16019.735,7.054,1.764,3604.639,901.16,32.556,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,37.89,0.219,1.0,111.0,2159.0,2048,111.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,901.16
Qwen/Qwen3-32B,2048,512,0,112,6.981,112,112,591.643,30.647,16252.336,6.981,1.745,3567.383,891.846,32.629,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,38.046,0.109,2.0,110.0,4206.0,4096,110.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,891.846
Qwen/Qwen3-32B,2048,512,0,96,6.721,96,96,318.457,27.593,14418.35,6.721,1.68,3434.44,858.61,36.241,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,35.389,0.188,1.0,95.0,2143.0,2048,95.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,858.61
Qwen/Qwen3-32B,2048,512,0,96,6.649,96,96,585.945,27.502,14639.638,6.649,1.662,3397.666,849.416,36.361,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,35.545,0.094,2.0,94.0,4190.0,4096,94.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,849.416
Qwen/Qwen3-32B,2048,512,0,96,6.452,96,96,901.025,27.493,14949.705,6.452,1.613,3296.785,824.196,36.374,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,35.857,0.047,4.0,92.0,8284.0,8192,92.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,824.196
Qwen/Qwen3-32B,2048,512,0,80,6.314,80,80,312.978,24.43,12796.651,6.314,1.579,3226.635,806.659,40.933,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,32.888,0.156,1.0,79.0,2127.0,2048,79.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,806.659
Qwen/Qwen3-32B,2048,512,0,80,6.247,80,80,558.488,24.304,12977.876,6.247,1.562,3192.262,798.066,41.145,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,33.044,0.078,2.0,78.0,4174.0,4096,78.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,798.066
Qwen/Qwen3-32B,2048,512,0,80,6.07,80,80,837.884,24.161,13184.362,6.07,1.517,3101.637,775.409,41.388,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,33.356,0.039,4.0,76.0,8268.0,8192,76.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,775.409
Qwen/Qwen3-32B,2048,512,0,64,5.771,64,64,307.512,21.334,11209.136,5.771,1.443,2949.072,737.268,46.874,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.386,0.125,1.0,63.0,2111.0,2048,63.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,737.268
Qwen/Qwen3-32B,2048,512,0,64,5.711,64,64,495.57,21.17,11313.635,5.711,1.428,2918.266,729.566,47.236,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.543,0.062,2.0,62.0,4158.0,4096,62.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,729.566
Qwen/Qwen3-32B,2048,512,0,64,5.56,64,64,775.344,20.892,11451.106,5.56,1.39,2840.929,710.232,47.865,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,30.855,0.031,4.0,60.0,8252.0,8192,60.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,710.232
Qwen/Qwen3-32B,2048,512,0,56,5.429,56,56,304.87,19.818,10431.636,5.429,1.357,2774.002,693.5,50.46,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,29.136,0.109,1.0,55.0,2103.0,2048,55.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,693.5
Qwen/Qwen3-32B,2048,512,0,56,5.373,56,56,464.605,19.632,10496.701,5.373,1.343,2745.81,686.452,50.937,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,29.292,0.055,2.0,54.0,4150.0,4096,54.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,686.452
Qwen/Qwen3-32B,2048,512,0,112,10.673,112,112,565.403,19.591,10576.32,10.673,1.334,5453.967,681.746,51.044,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,22.162,0.055,4.0,108.0,8300.0,8192,108.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,681.746
Qwen/Qwen3-32B,2048,512,0,56,5.238,56,56,744.333,19.284,10598.364,5.238,1.309,2676.606,669.152,51.857,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,29.604,0.027,4.0,52.0,8244.0,8192,52.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,669.152
Qwen/Qwen3-32B,2048,512,0,96,10.068,96,96,528.478,17.712,9579.376,10.068,1.258,5144.679,643.085,56.458,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,20.911,0.047,4.0,92.0,8284.0,8192,92.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,643.085
Qwen/Qwen3-32B,2048,512,0,48,4.864,48,48,713.459,17.673,9744.532,4.864,1.216,2485.27,621.318,56.582,4,4,1,1,1,1,tp4pp1dp1etp1ep1,float16,float16,float16,float16,half,28.354,0.023,4.0,44.0,8236.0,8192,44.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,621.318
Qwen/Qwen3-32B,2048,512,0,80,9.382,80,80,491.834,15.735,8532.277,9.382,1.173,4794.355,599.294,63.554,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,19.659,0.039,4.0,76.0,8268.0,8192,76.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,599.294
Qwen/Qwen3-32B,2048,512,0,64,8.465,64,64,455.381,13.84,7527.802,8.465,1.058,4325.774,540.722,72.252,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,18.408,0.031,4.0,60.0,8252.0,8192,60.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,540.722
Qwen/Qwen3-32B,2048,512,0,56,7.946,56,56,437.139,12.835,6996.075,7.946,0.993,4060.421,507.553,77.909,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,17.783,0.027,4.0,52.0,8244.0,8192,52.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,507.553
Qwen/Qwen3-32B,2048,512,0,48,7.384,48,48,418.979,11.762,6429.582,7.384,0.923,3773.473,471.684,85.016,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,17.157,0.023,4.0,44.0,8236.0,8192,44.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,471.684
Qwen/Qwen3-32B,2048,512,0,40,6.793,40,40,400.903,10.563,5798.744,6.793,0.849,3471.169,433.896,94.667,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,16.531,0.02,4.0,36.0,8228.0,8192,36.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,433.896
Qwen/Qwen3-32B,2048,512,0,32,6.065,32,32,382.948,9.363,5167.515,6.065,0.758,3099.06,387.383,106.802,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.906,0.016,4.0,28.0,8220.0,8192,28.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,387.383
Qwen/Qwen3-32B,2048,512,0,28,5.62,28,28,374.02,8.787,4864.076,5.62,0.702,2871.645,358.956,113.807,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.593,0.014,4.0,24.0,8216.0,8192,24.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,358.956
Qwen/Qwen3-32B,2048,512,0,24,5.122,24,24,365.11,8.204,4557.576,5.122,0.64,2617.429,327.179,121.885,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,15.28,0.012,4.0,20.0,8212.0,8192,20.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,327.179
Qwen/Qwen3-32B,2048,512,0,20,4.562,20,20,356.22,7.613,4246.523,4.562,0.57,2331.224,291.403,131.352,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.967,0.01,4.0,16.0,8208.0,8192,16.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,291.403
Qwen/Qwen3-32B,2048,512,0,16,3.92,16,16,347.213,7.021,3935.123,3.92,0.49,2002.948,250.368,142.423,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.654,0.008,4.0,12.0,8204.0,8192,12.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,250.368
Qwen/Qwen3-32B,2048,512,0,15,3.715,15,15,347.081,6.934,3890.563,3.715,0.464,1898.435,237.304,144.208,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.576,0.007,4.0,11.0,8203.0,8192,11.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,237.304
Qwen/Qwen3-32B,2048,512,0,14,3.506,14,14,346.95,6.847,3846.003,3.506,0.438,1791.595,223.949,146.04,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.498,0.007,4.0,10.0,8202.0,8192,10.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,223.949
Qwen/Qwen3-32B,2048,512,0,13,3.292,13,13,346.819,6.761,3801.443,3.292,0.412,1682.35,210.294,147.918,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.42,0.006,4.0,9.0,8201.0,8192,9.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,210.294
Qwen/Qwen3-32B,2048,512,0,12,3.208,12,12,338.231,6.672,3747.704,3.208,0.401,1639.12,204.89,149.877,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.342,0.006,4.0,8.0,8200.0,8192,8.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,204.89
Qwen/Qwen3-32B,2048,512,0,12,3.203,12,12,265.952,6.595,3636.208,3.203,0.4,1636.831,204.604,151.621,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.185,0.008,3.0,9.0,6153.0,6144,9.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,204.604
Qwen/Qwen3-32B,2048,512,0,11,2.976,11,11,338.178,6.584,3702.757,2.976,0.372,1520.762,190.095,151.876,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.263,0.005,4.0,7.0,8199.0,8192,7.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,190.095
Qwen/Qwen3-32B,2048,512,0,11,2.972,11,11,265.821,6.507,3591.145,2.972,0.371,1518.649,189.831,153.669,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,14.107,0.007,3.0,8.0,6152.0,6144,8.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,189.831
Qwen/Qwen3-32B,2048,512,0,4,1.26,4,4,105.074,5.936,3138.347,1.26,0.157,643.745,80.468,168.465,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.248,0.008,1.0,3.0,2051.0,2048,3.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,80.468
Qwen/Qwen3-32B,2048,512,0,3,0.962,3,3,102.504,5.916,3125.727,0.962,0.12,491.376,61.422,169.025,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.169,0.006,1.0,2.0,2050.0,2048,2.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,61.422
Qwen/Qwen3-32B,2048,512,0,2,0.654,2,2,99.875,5.884,3106.397,0.654,0.082,334.234,41.779,169.964,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.091,0.004,1.0,1.0,2049.0,2048,1.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,41.779
Qwen/Qwen3-32B,2048,512,0,1,0.335,1,1,95.222,5.74,3028.578,0.335,0.042,171.277,21.41,174.203,8,8,1,1,1,1,tp8pp1dp1etp1ep1,float16,float16,float16,float16,half,13.013,0.002,1.0,1.0,2048.0,2048,1.0,trtllm,1.2.0rc5,h200_sxm_halfbw,0.0,21.41
